id,carat,cut,color,clarity,depth,table,x,y,z,price
37042,1.02,Very Good,F,VS2,61.8,57.0,6.4,6.44,3.97,6047
37043,1.06,Ideal,G,VVS1,61.6,57.0,6.53,6.55,4.03,8488
37044,0.3,Very Good,H,VS2,60.9,61.0,4.32,4.35,2.64,473
37045,1.36,Ideal,G,VVS2,61.1,57.0,7.2,7.14,4.38,11956
37046,1.11,Ideal,H,SI2,61.3,55.0,6.65,6.73,4.1,4578
37047,0.33,Ideal,D,SI2,62.4,56.0,4.41,4.44,2.76,492
37048,1.51,Very Good,F,VS2,63.7,60.0,7.2,7.24,4.6,13012
37049,0.43,Ideal,H,VS2,62.3,54.0,4.85,4.88,3.03,778
37050,2.19,Ideal,I,SI2,61.5,57.0,8.31,8.44,5.15,15509
37051,0.36,Ideal,E,VS2,62.8,55.0,4.56,4.49,2.84,1013
37052,0.3,Premium,G,IF,60.0,59.0,4.34,4.32,2.6,956
37053,0.81,Ideal,E,SI1,62.3,57.0,5.95,5.99,3.72,3404
37054,0.3,Premium,E,VS2,62.2,60.0,4.28,4.24,2.65,844
37055,0.54,Very Good,D,VS2,60.5,59.0,5.24,5.28,3.18,1885
37056,0.4,Very Good,E,VS1,60.5,61.0,4.72,4.74,2.86,1053
37057,0.57,Ideal,H,SI2,61.5,55.0,5.35,5.38,3.3,1151
37058,1.51,Premium,H,SI2,62.1,58.0,7.34,7.2,4.52,7340
37059,0.31,Very Good,H,SI1,59.0,57.0,4.4,4.44,2.61,446
37060,0.3,Premium,I,VVS2,61.8,58.0,4.28,4.33,2.66,526
37061,0.23,Very Good,E,VVS2,58.8,62.0,4.04,4.06,2.38,485
37062,1.76,Fair,J,VS1,56.9,66.0,8.09,7.94,4.56,9314
37063,0.85,Ideal,E,SI1,61.6,57.0,6.07,6.1,3.75,4363
37064,1.08,Ideal,G,SI2,61.9,57.0,6.55,6.57,4.06,4544
37065,1.5,Very Good,F,VS2,59.7,56.0,7.42,7.46,4.44,13537
37066,0.3,Ideal,D,SI2,62.1,57.0,4.33,4.3,2.68,574
37067,0.27,Very Good,E,VS2,61.3,58.0,4.13,4.16,2.54,470
37068,0.75,Premium,F,SI2,60.9,58.0,5.88,5.91,3.59,2274
37069,1.33,Ideal,I,VS2,62.5,54.0,7.02,7.05,4.4,7186
37070,1.59,Ideal,H,VS1,60.7,56.0,7.54,7.58,4.59,13839
37071,1.26,Premium,J,SI1,61.7,58.0,6.99,6.91,4.29,5207
37072,1.8,Good,F,SI2,57.9,58.0,8.13,8.08,4.69,12308
37073,0.57,Ideal,F,VVS2,61.9,55.0,5.34,5.35,3.31,2797
37074,0.52,Premium,E,SI1,59.0,59.0,5.3,5.21,3.1,1303
37075,0.44,Very Good,F,VS1,61.2,61.0,4.83,4.88,2.97,1081
37076,1.02,Good,D,SI2,57.5,62.0,6.62,6.6,3.8,3909
37077,0.53,Ideal,D,VS2,61.2,57.0,5.26,5.2,3.2,1956
37078,0.41,Premium,F,VVS2,61.0,59.0,4.79,4.82,2.93,1115
37079,0.31,Ideal,E,VVS1,61.3,56.0,4.39,4.43,2.7,1064
37080,0.72,Ideal,G,SI2,61.7,56.0,5.76,5.71,3.54,2177
37081,1.24,Ideal,G,SI1,61.0,56.4,6.93,6.99,4.25,6895
37082,1.01,Premium,D,VS2,61.6,59.0,6.38,6.32,3.91,6271
37083,0.87,Ideal,D,SI2,61.4,54.0,6.15,6.2,3.79,4012
37084,0.31,Ideal,E,VVS1,62.5,54.0,4.33,4.37,2.72,853
37085,0.56,Very Good,E,VVS2,60.3,57.0,5.33,5.37,3.23,2304
37086,0.56,Ideal,G,VS2,61.2,56.0,5.33,5.29,3.25,1698
37087,0.31,Premium,G,VVS1,61.4,58.0,4.35,4.32,2.66,1046
37088,0.7,Ideal,G,VS1,60.5,56.0,5.77,5.79,3.5,3384
37089,0.42,Premium,G,VVS1,59.8,58.0,4.88,4.85,2.91,1235
37090,0.32,Good,E,SI1,63.2,56.0,4.35,4.38,2.76,561
37091,1.11,Ideal,G,VS2,61.6,56.0,6.62,6.65,4.09,8400
37092,1.21,Ideal,G,VVS1,60.2,57.0,7.02,6.94,4.2,10232
37093,1.23,Ideal,G,VVS1,61.2,56.0,6.94,6.9,4.23,11182
37094,0.71,Ideal,J,VS2,61.5,59.0,5.71,5.74,3.52,2047
37095,0.71,Premium,F,SI2,60.2,60.0,5.8,5.77,3.48,2137
37096,0.92,Ideal,H,VVS1,62.1,54.0,6.26,6.23,3.88,5886
37097,0.73,Very Good,I,VS2,62.8,59.0,5.72,5.75,3.6,2426
37098,1.01,Very Good,D,SI2,60.1,60.0,6.41,6.47,3.87,4690
37099,0.41,Ideal,G,SI2,61.7,55.0,4.78,4.81,2.96,664
37100,0.3,Ideal,E,SI1,61.7,58.0,4.29,4.3,2.65,499
37101,1.4,Ideal,H,VS2,63.0,56.0,7.13,7.07,4.47,8977
37102,0.9,Very Good,E,SI1,62.6,61.0,6.06,6.11,3.81,4315
37103,0.7,Ideal,H,VS2,62.8,55.0,5.67,5.63,3.55,2607
37104,1.0,Good,H,SI1,63.8,53.0,6.39,6.27,4.04,4596
37105,0.37,Very Good,G,SI1,60.0,57.0,4.67,4.7,2.81,551
37106,1.5,Very Good,I,SI1,63.1,59.0,7.16,7.23,4.54,8291
37107,0.71,Good,D,SI1,64.1,56.0,5.63,5.6,3.6,2547
37108,0.9,Ideal,H,VS2,62.4,56.0,6.15,6.18,3.85,4044
37109,0.7,Very Good,F,SI2,60.7,58.0,5.73,5.77,3.49,2195
37110,0.28,Ideal,F,VVS2,61.5,57.0,4.19,4.24,2.59,787
37111,0.36,Ideal,D,SI1,62.0,56.0,4.61,4.55,2.84,851
37112,0.56,Very Good,H,VS1,59.8,56.0,5.35,5.38,3.21,1688
37113,1.51,Fair,D,SI2,66.2,54.0,7.19,7.08,4.72,6596
37114,1.4,Premium,H,SI1,62.2,58.0,7.16,7.12,4.44,8223
37115,0.23,Ideal,E,VVS2,62.8,57.0,3.91,3.96,2.47,530
37116,0.53,Ideal,H,VS2,62.4,56.0,5.18,5.17,3.23,1412
37117,1.12,Ideal,G,VS1,61.0,56.0,6.72,6.76,4.11,7495
37118,0.3,Ideal,G,VVS1,61.8,56.0,4.34,4.37,2.69,720
37119,0.53,Ideal,G,VS2,60.9,57.0,5.25,5.26,3.2,1598
37120,1.2,Premium,H,SI1,62.2,58.0,6.78,6.72,4.2,5746
37121,0.31,Ideal,G,SI1,62.8,55.0,4.38,4.32,2.73,593
37122,0.3,Ideal,I,VVS2,62.0,56.0,4.29,4.32,2.67,515
37123,0.34,Premium,I,SI1,60.4,56.0,4.56,4.54,2.75,589
37124,1.51,Premium,G,SI2,62.4,57.0,7.35,7.29,4.57,7695
37125,0.25,Premium,E,VS1,60.7,59.0,4.11,4.13,2.5,435
37126,0.7,Ideal,D,SI1,59.7,58.0,5.82,5.77,3.46,2822
37127,1.09,Ideal,E,VVS2,61.6,56.0,6.6,6.64,4.08,10314
37128,0.36,Premium,H,VVS2,60.6,58.0,4.6,4.58,2.78,932
37129,0.5,Very Good,E,SI1,63.7,58.0,5.02,5.06,3.21,1293
37130,0.34,Premium,F,VS2,62.9,58.0,4.46,4.44,2.8,880
37131,0.38,Ideal,H,VS1,62.2,53.7,4.63,4.68,2.9,768
37132,0.31,Ideal,E,VVS1,62.4,56.0,4.35,4.37,2.72,801
37133,0.3,Very Good,I,VS1,58.8,61.0,4.38,4.43,2.59,473
37134,0.72,Ideal,F,VS1,60.5,56.0,5.82,5.85,3.53,3759
37135,1.34,Ideal,G,VS2,61.9,56.0,7.1,7.05,4.38,9401
37136,0.32,Ideal,D,VS2,61.9,55.0,4.41,4.44,2.74,758
37137,1.75,Very Good,H,SI2,60.8,60.0,7.72,7.8,4.72,10727
37138,0.91,Very Good,H,SI1,62.2,60.0,6.16,6.22,3.85,3734
37139,0.31,Ideal,D,VS2,62.1,55.0,4.32,4.31,2.68,942
37140,0.9,Ideal,G,SI1,60.3,56.0,6.27,6.23,3.77,3780
37141,1.18,Premium,G,VVS2,59.7,58.0,6.9,6.94,4.13,9366
37142,1.21,Premium,F,VS2,62.2,60.0,6.75,6.72,4.19,9419
37143,0.45,Ideal,I,VS2,61.9,54.0,4.92,4.94,3.05,717
37144,0.3,Premium,E,SI1,61.9,58.0,4.33,4.27,2.66,675
37145,0.3,Good,H,SI2,63.2,55.0,4.26,4.29,2.7,378
37146,0.54,Good,E,VVS1,60.3,61.0,5.3,5.32,3.2,2697
37147,2.28,Premium,H,SI2,62.1,59.0,8.44,8.4,5.23,18055
37148,0.71,Very Good,G,SI1,63.3,57.0,5.65,5.6,3.56,2482
37149,0.36,Ideal,H,VVS1,62.3,56.0,4.57,4.54,2.84,1053
37150,0.81,Very Good,E,SI1,61.9,58.0,5.92,5.97,3.68,3243
37151,1.06,Ideal,G,VVS2,61.6,56.3,6.53,6.56,4.03,7934
37152,0.31,Premium,H,VS2,58.9,61.0,4.46,4.43,2.62,586
37153,1.21,Premium,F,SI2,58.9,60.0,6.81,6.74,3.99,5243
37154,1.2,Good,F,VVS1,63.6,57.0,6.71,6.74,4.28,10982
37155,2.0,Good,H,VS2,57.3,59.0,8.27,8.24,4.73,14042
37156,1.0,Premium,D,SI1,61.4,58.0,6.4,6.34,3.91,5096
37157,0.41,Ideal,I,VVS2,61.7,56.0,4.77,4.8,2.95,827
37158,0.53,Premium,E,SI1,61.8,60.0,5.21,5.18,3.21,2099
37159,0.51,Ideal,E,SI1,62.0,55.0,5.14,5.12,3.18,1443
37160,1.03,Premium,G,VS2,62.1,57.0,6.48,6.41,4.0,6146
37161,0.38,Premium,E,SI2,61.6,57.0,4.65,4.61,2.85,812
37162,2.01,Ideal,H,SI2,62.5,53.9,8.04,8.07,5.04,14998
37163,0.44,Premium,G,VVS2,60.9,57.0,4.93,4.89,2.99,1155
37164,0.52,Premium,F,VVS2,61.8,60.0,5.16,5.13,3.18,2870
37165,1.54,Ideal,G,I1,61.6,55.0,7.43,7.4,4.57,6299
37166,1.12,Ideal,H,VS1,61.9,57.0,6.66,6.69,4.13,6309
37167,2.0,Premium,H,SI1,63.0,56.0,7.98,7.93,5.01,18371
37168,1.06,Ideal,G,SI2,62.1,58.0,6.49,6.53,4.04,4987
37169,0.36,Ideal,I,VS1,60.5,57.0,4.56,4.59,2.77,568
37170,1.07,Ideal,G,VS2,61.4,57.0,6.56,6.63,4.05,7275
37171,2.74,Very Good,J,SI2,61.5,62.0,8.87,8.9,5.46,17164
37172,1.5,Ideal,H,VVS1,61.2,57.0,7.34,7.4,4.51,14304
37173,1.17,Ideal,F,SI1,62.2,56.0,6.73,6.71,4.18,5944
37174,0.56,Good,F,VS1,63.2,61.0,5.2,5.28,3.3,1712
37175,0.55,Premium,D,SI1,61.6,56.0,5.28,5.24,3.24,1698
37176,1.71,Ideal,G,VS1,63.0,56.0,7.65,7.58,4.8,17009
37177,1.5,Very Good,E,SI2,62.1,59.0,7.26,7.33,4.53,9548
37178,0.7,Ideal,H,VVS1,60.2,57.0,5.78,5.82,3.49,3175
37179,0.45,Good,G,VS1,64.1,58.8,4.79,4.86,3.09,1127
37180,0.71,Premium,J,VVS2,60.3,59.0,5.79,5.82,3.5,1843
37181,0.41,Ideal,E,SI1,62.6,57.0,4.73,4.72,2.96,969
37182,0.5,Ideal,F,VVS2,61.8,53.0,5.13,5.18,3.19,2283
37183,1.11,Ideal,I,SI1,62.3,56.0,6.59,6.64,4.12,4645
37184,0.31,Ideal,G,VVS1,61.8,54.0,4.39,4.41,2.72,789
37185,0.32,Very Good,H,VS2,60.6,58.0,4.44,4.47,2.7,505
37186,1.01,Ideal,D,SI1,62.2,54.0,6.42,6.45,4.0,6257
37187,0.33,Ideal,F,VVS1,61.5,56.0,4.46,4.49,2.75,964
37188,0.3,Good,E,SI1,63.7,58.0,4.27,4.24,2.71,675
37189,0.38,Very Good,G,VS2,59.7,62.0,4.66,4.68,2.79,715
37190,1.13,Ideal,D,VVS2,60.1,57.0,6.83,6.78,4.09,12261
37191,0.33,Ideal,F,SI2,62.3,55.0,4.44,4.49,2.78,450
37192,0.35,Very Good,F,VS1,61.9,56.0,4.5,4.53,2.79,760
37193,0.71,Very Good,F,SI1,63.0,55.0,5.65,5.71,3.58,2416
37194,0.24,Very Good,J,VVS2,62.8,57.0,3.94,3.96,2.48,336
37195,0.36,Ideal,I,SI1,61.7,55.0,4.58,4.62,2.84,505
37196,0.33,Ideal,G,IF,61.6,56.0,4.48,4.45,2.75,1052
37197,0.44,Ideal,E,SI1,61.1,56.0,4.92,4.9,3.0,1040
37198,1.51,Ideal,F,VS1,62.1,56.0,7.34,7.38,4.57,16370
37199,0.7,Very Good,F,VS2,63.3,56.0,5.62,5.66,3.57,2593
37200,1.01,Ideal,H,SI1,62.3,59.0,6.36,6.41,3.98,4876
37201,1.76,Premium,H,VS2,62.2,60.0,7.72,7.68,4.79,13626
37202,1.22,Premium,H,SI2,60.2,56.0,6.96,6.93,4.18,5466
37203,0.48,Ideal,I,IF,61.4,55.0,5.05,5.08,3.11,1202
37204,0.3,Very Good,D,SI2,62.9,58.0,4.26,4.29,2.69,447
37205,1.7,Good,I,I1,63.6,58.0,7.52,7.48,4.77,6474
37206,0.91,Very Good,J,SI1,62.8,59.0,6.14,6.19,3.87,2956
37207,0.9,Fair,D,SI2,66.0,58.0,6.0,5.97,3.95,3205
37208,0.4,Premium,E,SI1,60.9,60.0,4.77,4.75,2.9,945
37209,0.73,Good,F,VVS2,59.5,61.0,5.8,5.83,3.46,3616
37210,1.07,Ideal,F,VVS2,60.3,55.0,6.65,6.68,4.02,10093
37211,0.43,Premium,G,VS1,60.9,57.0,4.91,4.88,2.98,1008
37212,1.02,Premium,D,SI1,62.3,59.0,6.42,6.38,3.99,5998
37213,1.24,Very Good,F,VS1,59.0,60.0,7.0,7.07,4.15,9885
37214,1.21,Premium,H,VS1,62.3,58.0,6.84,6.77,4.24,7223
37215,0.5,Ideal,G,VVS2,62.2,56.0,5.08,5.11,3.17,1842
37216,0.76,Ideal,E,VS2,61.5,56.0,5.89,5.92,3.63,3249
37217,1.0,Good,I,VVS1,56.5,62.0,6.58,6.55,3.71,4445
37218,0.51,Ideal,D,SI1,62.4,57.0,5.11,5.15,3.2,1548
37219,1.14,Very Good,E,SI2,61.5,58.0,6.66,6.73,4.12,5236
37220,0.31,Ideal,G,SI1,62.2,55.0,4.36,4.35,2.71,593
37221,3.01,Fair,I,SI2,65.8,56.0,8.99,8.94,5.9,18242
37222,0.3,Ideal,G,VVS1,60.4,58.0,4.36,4.38,2.64,747
37223,0.36,Ideal,I,VVS1,61.7,56.0,4.59,4.62,2.84,824
37224,1.2,Ideal,F,VS2,62.3,56.0,6.82,6.79,4.24,8590
37225,0.31,Ideal,G,VVS1,61.6,56.0,4.39,4.35,2.69,1046
37226,0.3,Premium,D,VS1,59.4,60.0,4.38,4.34,2.59,848
37227,0.9,Ideal,E,SI1,60.1,56.0,6.3,6.35,3.8,4034
37228,0.52,Very Good,I,VS1,61.0,58.0,5.18,5.22,3.17,1310
37229,0.53,Good,E,SI2,63.2,54.0,5.16,5.19,3.27,1141
37230,0.36,Ideal,D,VS2,61.0,56.0,4.63,4.59,2.81,1094
37231,0.3,Premium,E,VS2,62.5,58.0,4.26,4.31,2.68,658
37232,0.9,Very Good,G,VS1,62.4,58.0,6.14,6.16,3.84,4297
37233,1.5,Good,I,VS1,57.9,60.0,7.48,7.44,4.32,9828
37234,0.9,Very Good,F,SI2,63.1,56.0,6.18,6.12,3.88,3457
37235,0.61,Very Good,I,SI1,63.4,55.0,5.39,5.43,3.43,1356
37236,0.36,Premium,F,VS2,60.5,60.0,4.55,4.61,2.77,726
37237,0.51,Premium,G,VS1,62.9,58.0,5.1,5.05,3.19,1781
37238,0.31,Good,G,VS2,64.4,54.0,4.24,4.29,2.75,531
37239,0.7,Very Good,D,VS1,62.9,60.0,5.62,5.67,3.55,3054
37240,0.4,Very Good,D,SI2,63.0,59.0,4.64,4.69,2.94,622
37241,1.09,Ideal,E,SI2,61.9,55.0,6.64,6.6,4.1,5127
37242,0.71,Very Good,D,SI1,60.9,60.0,5.71,5.76,3.49,2690
37243,0.27,Ideal,G,VS1,62.3,56.0,4.14,4.16,2.58,490
37244,0.96,Very Good,D,SI2,60.0,60.0,6.43,6.47,3.87,4060
37245,1.1,Premium,I,SI2,62.9,59.0,6.6,6.53,4.13,3604
37246,0.3,Ideal,H,VS1,61.6,55.0,4.27,4.3,2.64,526
37247,0.84,Very Good,H,SI1,61.2,57.0,6.1,6.12,3.74,2847
37248,1.01,Premium,G,SI1,60.2,59.0,6.54,6.49,3.92,5232
37249,1.51,Very Good,F,VVS2,61.4,58.0,7.31,7.34,4.5,16716
37250,1.34,Premium,G,VS2,60.7,59.0,7.07,7.04,4.28,9293
37251,1.08,Ideal,F,VS1,61.4,55.0,6.61,6.69,4.08,8405
37252,0.7,Premium,F,VS2,61.6,60.0,5.65,5.59,3.46,2762
37253,0.57,Premium,I,VVS1,62.1,58.0,5.25,5.32,3.28,1608
37254,1.02,Premium,F,SI2,61.0,58.0,6.49,6.52,3.97,4043
37255,0.54,Ideal,F,VS2,62.8,57.0,5.25,5.2,3.28,1621
37256,0.9,Ideal,G,SI2,62.3,56.0,6.14,6.21,3.85,3718
37257,0.64,Ideal,E,SI1,60.9,57.0,5.56,5.58,3.39,2215
37258,1.04,Good,G,VS2,61.4,65.0,6.53,6.47,3.99,5601
37259,0.46,Premium,G,VVS2,61.3,60.0,4.94,5.01,3.05,1314
37260,0.31,Very Good,E,IF,61.5,59.0,4.34,4.37,2.68,1209
37261,1.56,Ideal,H,SI1,62.4,53.7,7.43,7.48,4.65,10536
37262,0.77,Premium,F,VS1,60.9,60.0,5.91,5.88,3.59,2859
37263,0.4,Ideal,I,SI1,61.6,56.0,4.68,4.74,2.9,596
37264,1.23,Premium,J,VS2,62.7,58.0,6.81,6.77,4.26,4856
37265,0.57,Ideal,E,VVS1,61.8,56.0,5.33,5.35,3.3,2739
37266,1.01,Good,E,I1,61.5,65.0,6.28,6.21,3.84,3484
37267,1.5,Very Good,E,SI2,62.7,59.0,7.22,7.3,4.55,8167
37268,0.4,Ideal,G,VS2,62.4,54.0,4.74,4.75,2.96,792
37269,1.7,Ideal,G,VVS1,61.0,56.0,7.62,7.67,4.66,18279
37270,2.02,Premium,E,SI2,59.8,58.0,8.2,8.16,4.89,17825
37271,0.52,Very Good,E,SI1,58.4,58.0,5.29,5.33,3.1,1382
37272,0.38,Ideal,H,VS2,62.8,56.0,4.62,4.59,2.89,898
37273,0.34,Ideal,F,VS2,60.7,56.0,4.56,4.53,2.76,938
37274,1.15,Ideal,H,SI1,61.9,55.0,6.74,6.77,4.18,5296
37275,0.38,Premium,H,VS2,61.8,58.0,4.63,4.66,2.87,700
37276,0.41,Very Good,D,VVS2,61.2,62.0,4.78,4.82,2.94,1295
37277,0.72,Very Good,J,VVS1,60.1,58.0,5.8,5.84,3.5,2208
37278,1.08,Ideal,D,SI2,61.6,57.0,6.58,6.62,4.07,5256
37279,1.17,Ideal,G,VVS1,61.7,57.0,6.84,6.9,4.13,10342
37280,1.01,Premium,G,SI2,62.5,60.0,6.34,6.39,3.98,4249
37281,0.74,Very Good,E,SI1,59.9,56.0,5.89,5.93,3.54,3497
37282,1.0,Very Good,D,SI1,60.1,60.0,6.47,6.55,3.91,4697
37283,1.09,Ideal,H,SI1,61.1,57.0,6.71,6.62,4.07,5219
37284,0.34,Ideal,E,VS2,62.1,55.0,4.49,4.47,2.78,956
37285,0.8,Ideal,F,SI2,61.8,56.0,5.97,6.0,3.7,2564
37286,0.77,Very Good,H,SI1,60.4,58.0,5.9,5.93,3.57,2591
37287,0.75,Premium,I,SI1,62.5,58.0,5.77,5.82,3.62,2122
37288,1.36,Very Good,J,SI2,62.6,58.0,7.0,7.12,4.42,5215
37289,0.7,Fair,F,I1,65.9,57.0,5.64,5.5,3.67,1158
37290,1.04,Premium,G,SI1,60.9,59.0,6.57,6.53,3.99,5017
37291,0.62,Premium,G,VVS2,59.2,59.0,5.58,5.56,3.3,2399
37292,0.7,Ideal,H,VVS1,61.6,57.0,5.69,5.74,3.52,2827
37293,1.24,Ideal,J,SI1,61.8,57.0,6.92,6.86,4.26,5000
37294,0.7,Very Good,F,VS1,61.8,56.0,5.63,5.7,3.5,2810
37295,0.74,Premium,F,SI1,60.7,59.0,5.85,5.82,3.54,2415
37296,1.05,Ideal,H,SI1,61.1,56.0,6.52,6.58,4.0,5200
37297,2.02,Ideal,I,VS1,62.1,56.0,8.13,8.09,5.04,18324
37298,0.4,Ideal,E,VS2,62.4,55.0,4.74,4.71,2.95,975
37299,1.21,Premium,D,SI2,62.2,60.0,6.83,6.8,4.24,5997
37300,0.3,Ideal,E,VS2,61.8,55.0,4.35,4.33,2.68,844
37301,0.32,Premium,H,VS1,60.6,60.0,4.44,4.4,2.68,720
37302,0.32,Very Good,I,VS2,61.1,57.0,4.39,4.42,2.69,449
37303,0.71,Ideal,H,VVS1,61.8,56.0,5.7,5.75,3.54,3014
37304,1.01,Ideal,I,VS1,60.3,57.0,6.51,6.53,3.93,5231
37305,1.02,Premium,F,SI1,62.6,58.0,6.42,6.36,4.0,4455
37306,1.22,Premium,G,VS2,60.9,57.0,6.94,6.89,4.21,8067
37307,0.3,Good,G,SI2,63.7,54.0,4.25,4.23,2.7,506
37308,0.31,Very Good,E,VS2,62.8,57.0,4.33,4.37,2.73,680
37309,0.43,Premium,D,SI1,61.2,58.0,4.83,4.87,2.97,830
37310,1.09,Ideal,D,VVS2,61.3,57.0,6.61,6.66,4.07,12185
37311,1.09,Ideal,H,VS2,61.3,56.0,6.57,6.63,4.05,6288
37312,1.61,Ideal,I,SI1,62.7,55.0,7.54,7.48,4.71,9611
37313,1.03,Ideal,F,IF,63.1,55.0,6.45,6.46,4.07,10615
37314,1.05,Very Good,G,SI1,61.6,57.0,6.51,6.54,4.02,5197
37315,1.5,Very Good,I,SI2,63.1,59.0,7.24,7.15,4.54,7150
37316,0.31,Ideal,F,IF,62.2,54.0,4.37,4.41,2.73,914
37317,0.33,Ideal,D,VS2,60.9,56.0,4.49,4.51,2.74,940
37318,1.01,Premium,E,VS1,62.0,59.0,6.38,6.42,3.97,7821
37319,0.52,Very Good,G,VVS2,63.2,57.0,5.08,5.11,3.22,1833
37320,1.02,Ideal,E,SI1,61.9,55.0,6.46,6.49,4.01,5702
37321,1.0,Very Good,F,SI2,63.4,55.0,6.3,6.38,4.02,4033
37322,0.32,Premium,H,VVS1,61.4,58.0,4.37,4.42,2.7,730
37323,0.56,Ideal,E,SI1,62.3,56.0,5.3,5.26,3.29,1698
37324,1.26,Premium,J,VS2,62.5,58.0,6.92,6.9,4.32,5107
37325,1.0,Very Good,D,VS1,62.7,60.0,6.31,6.36,3.97,7877
37326,0.7,Very Good,J,VVS2,63.2,55.0,5.63,5.57,3.54,1968
37327,0.71,Ideal,I,VS1,61.5,55.0,5.73,5.78,3.54,2525
37328,0.34,Ideal,E,VS2,61.8,54.0,4.49,4.5,2.78,760
37329,2.01,Premium,G,SI2,59.0,60.0,8.31,8.26,4.89,16733
37330,0.3,Ideal,D,VS2,62.3,56.0,4.29,4.32,2.68,710
37331,0.35,Premium,H,VS1,61.3,59.0,4.57,4.54,2.79,788
37332,0.92,Ideal,H,SI2,58.5,57.0,6.37,6.34,3.72,2947
37333,0.41,Premium,J,VVS1,62.2,59.0,4.75,4.71,2.94,994
37334,1.02,Good,E,SI1,63.2,61.0,6.31,6.37,4.01,5183
37335,0.71,Good,E,SI2,64.0,56.0,5.68,5.61,3.62,1816
37336,1.35,Ideal,J,VS2,61.4,57.0,7.13,7.1,4.37,5969
37337,0.23,Premium,I,VVS1,60.5,61.0,3.98,3.95,2.4,414
37338,0.55,Premium,E,SI2,61.9,58.0,5.2,5.24,3.23,1185
37339,0.52,Premium,F,SI1,61.1,59.0,5.21,5.17,3.17,1370
37340,1.52,Premium,G,VVS2,62.1,58.0,7.4,7.31,4.57,14105
37341,0.65,Very Good,F,VS2,64.0,55.3,5.5,5.57,3.54,2241
37342,0.56,Ideal,H,VVS1,62.1,53.8,5.27,5.33,3.29,1961
37343,0.71,Very Good,E,VS1,63.3,59.0,5.64,5.68,3.58,3064
37344,1.23,Ideal,D,SI1,60.9,54.0,7.01,6.96,4.25,6557
37345,0.23,Very Good,E,VVS2,60.9,60.0,3.96,3.99,2.42,530
37346,1.31,Ideal,G,VVS1,61.1,57.0,7.01,7.06,4.3,11146
37347,1.23,Ideal,G,VVS1,63.2,56.0,6.78,6.83,4.3,10113
37348,0.54,Very Good,F,SI1,64.0,59.0,5.14,5.18,3.3,1314
37349,0.34,Premium,E,SI2,59.9,59.0,4.55,4.57,2.73,477
37350,0.49,Premium,D,SI1,61.3,57.0,5.21,5.02,3.14,1444
37351,1.1,Premium,H,SI1,63.0,58.0,6.6,6.55,4.14,4916
37352,0.53,Ideal,H,SI1,61.9,56.0,5.17,5.23,3.22,1255
37353,1.22,Ideal,I,SI1,62.3,58.0,6.8,6.82,4.24,6398
37354,0.42,Ideal,D,VVS2,61.7,53.0,4.85,4.87,3.0,1223
37355,0.87,Premium,J,SI1,61.4,57.0,6.17,6.14,3.78,2321
37356,0.9,Very Good,H,VS1,61.7,58.0,6.18,6.26,3.84,4466
37357,1.22,Premium,I,SI2,61.5,61.0,6.89,6.83,4.22,4735
37358,1.0,Ideal,E,SI2,62.2,52.0,6.42,6.47,4.01,4808
37359,1.6,Ideal,F,SI1,61.0,57.0,7.54,7.6,4.62,12871
37360,0.62,Ideal,H,VS1,61.4,56.0,5.47,5.51,3.37,1878
37361,1.5,Premium,F,SI2,61.4,60.0,7.34,7.28,4.49,9374
37362,1.22,Premium,H,VS1,62.2,58.0,6.84,6.76,4.23,5773
37363,0.3,Very Good,F,SI1,62.1,60.0,4.26,4.28,2.65,500
37364,0.9,Very Good,D,SI1,61.1,63.0,6.21,6.17,3.78,3997
37365,1.09,Very Good,H,SI2,60.9,57.0,6.64,6.69,4.06,4349
37366,1.02,Very Good,J,SI2,63.1,58.0,6.38,6.34,4.01,3359
37367,1.71,Very Good,G,VS1,61.3,54.0,7.69,7.74,4.73,17206
37368,0.37,Premium,H,VS1,60.9,60.0,4.6,4.63,2.81,649
37369,0.9,Good,F,SI1,63.6,55.0,6.15,6.12,3.9,4712
37370,0.7,Ideal,I,VVS2,62.5,54.0,5.69,5.74,3.57,2276
37371,0.53,Premium,E,VS2,60.9,60.0,5.16,5.22,3.16,1721
37372,1.51,Very Good,J,VVS2,62.9,58.0,7.21,7.33,4.57,8770
37373,1.34,Very Good,H,SI1,61.6,59.0,7.04,7.09,4.35,7655
37374,0.38,Ideal,G,VVS1,61.9,56.0,4.67,4.7,2.9,993
37375,0.38,Premium,F,SI1,62.7,58.0,4.62,4.6,2.89,898
37376,1.01,Ideal,E,VS2,61.9,55.0,6.44,6.38,3.97,6787
37377,1.01,Premium,G,VS2,60.9,55.0,6.5,6.48,3.95,5288
37378,0.74,Fair,J,VS1,58.8,68.0,5.91,5.8,3.44,1982
37379,1.01,Premium,I,SI1,61.8,59.0,6.44,6.37,3.96,4242
37380,0.53,Ideal,E,SI1,61.9,55.0,5.2,5.24,3.23,1585
37381,0.65,Premium,F,VS2,59.0,62.0,5.68,5.65,3.34,1853
37382,0.58,Ideal,F,VS1,61.2,57.0,5.36,5.39,3.29,1979
37383,1.0,Very Good,F,SI1,63.1,56.0,6.36,6.34,4.01,4474
37384,0.42,Ideal,D,VS2,62.7,55.0,4.79,4.81,3.01,938
37385,0.26,Ideal,D,VVS2,61.4,56.0,4.15,4.12,2.54,769
